job_title,company_name,location,hiring_status,date,seniority_level,job_function,employment_type,industry
Assistant Brand Manager - F&S,Premier Foods,"St. Albans, England, United Kingdom",Be an early applicant,2023-03-20 00:00:00,Director,Marketing,Contract,Financial Services and Consumer Services
DevOps Engineer (m/w/d) im Cloud-Umfeld,"The Weather Company, an IBM Business","Magdeburg, Saxony-Anhalt, Germany",Be an early applicant,2023-04-13 00:00:00,Entry level,Engineering and Information Technology,Full-time,IT Services and IT Consulting
Mid-Senior level,Houston Landing,"Houston, TX",Be an early applicant,2023-04-03 00:00:00,,"Marketing, Public Relations, and Writing/Editing",Full-time,Advertising Services
Copywriter,Qured,"London, England, United Kingdom",Be an early applicant,2023-04-20 00:00:00,Mid-Senior level,"Marketing, Public Relations, and Writing/Editing",Part-time,Hospitals and Health Care
"
            
        Structural Graduate Engineer
      
          ","
            TalentWeb
          ","
            Sydney, New South Wales, Australia
          ","
         Actively Hiring
      ",2023-03-14 00:00:00,"
            Entry level
          ","
            Engineering
          ","
          Full-time
        ","
          Staffing and Recruiting
          "
Graphic Designer,Natilus,"San Diego, CA",Be an early applicant,2023-04-03 00:00:00,Entry level,Marketing,Full-time,"Technology, Information and Internet"
Full Stack Developer,InnovatorsBay Technologies Pvt. Ltd.,"Bengaluru North, Karnataka, India",Be an early applicant,2023-01-18 00:00:00,Entry level,Engineering and Information Technology,Full-time,IT Services and IT Consulting
Product Manager (Studios),FitXR,United Kingdom,Be an early applicant,2023-03-27 00:00:00,Mid-Senior level,Product Management and Marketing,Full-time,Food and Beverage Services
Information Application Development Engineer,Rockwell Automation,"Austin, TX",Be an early applicant,2023-03-28 00:00:00,Associate,Information Technology,Full-time,Automation Machinery Manufacturing and Software Development
Fullstack developer,DATASHRUBS,"Bengaluru North, Karnataka, India",Be an early applicant,2023-02-23 00:00:00,Executive,Engineering and Information Technology,Full-time,"Transportation, Logistics, Supply Chain and Storage"
Content Writer,PeopleDecode,"Bengaluru, Karnataka, India",Be an early applicant,2023-02-15 00:00:00,Entry level,"Marketing, Public Relations, and Writing/Editing",Full-time,Information Technology & Services
"General Manager, UK",Headout,"London, England, United Kingdom",Be an early applicant,2023-04-17 00:00:00,Executive,Sales and Business Development,Full-time,Solar Electric Power Generation
"
            
        Executive Assistant
      
          ","
            University of York
          ","
            York, England, United Kingdom
          ","
         Be an early applicant
      ",2023-03-08 00:00:00,"
            Mid-Senior level
          ","
            Administrative
          ","
          Full-time
        ","
          Higher Education
          "
"
            
        HR Recruiter
      
          ","
            Antino
          ","
            Gurugram, Haryana, India
          ","
         Actively Hiring
      ",2023-02-24 00:00:00,,,,
"
            
        Digital Content Writer- Entertainment & Lifestyle (English)
      
          ","
            Asianet News Media And Entertainment Pvt Ltd
          ","
            Bengaluru, Karnataka, India
          ","
         Actively Hiring
      ",2023-03-03 00:00:00,"
          Full-time
        ",,,
"
            
        Executive Assistant
      
          ","
            Methods
          ","
            London, England, United Kingdom
          ","
         Actively Hiring
      ",2023-03-13 00:00:00,"
            Not Applicable
          ","
            Information Technology, Science, and Strategy/Planning
          ","
          Contract
        ","
          IT Services and IT Consulting
          "
Python & ReactJS Developer Internship,Hoxlp Recruitment & Staffing,"Melbourne, Victoria, Australia","
         Actively Hiring
      ",2023-04-15 00:00:00,Not Applicable,Information Technology,Full-time,IT Services and IT Consulting
HEALTH & WELFARE FINANCIAL/STATISTICAL ANALYST,"United Actuarial Services, Inc.","Carmel, IN",Be an early applicant,2023-04-13 00:00:00,Mid-Senior level,"Research, Analyst, and Information Technology",Contract,IT Services and IT Consulting
Embedded Firmware/Software Engineer,Jobot,"Austin, TX",Actively Hiring,2023-04-12 00:00:00,Associate,Engineering and Information Technology,Full-time,IT Services and IT Consulting and Software Development
Senior Software Engineer for Integrations,PolySwarm,"San Francisco, CA",Be an early applicant,2023-03-23 00:00:00,Mid-Senior level,Engineering and Information Technology,Full-time,Computer and Network Security
Software Engineer (New York City),January,"New York, NY",Be an early applicant,2023-04-27 00:00:00,Mid-Senior level,Engineering and Information Technology,Full-time,Internet Publishing
Content Copywriter,WRc Group,"Swindon, England, United Kingdom",Be an early applicant,2023-03-24 00:00:00,Entry level,"Marketing, Public Relations, and Writing/Editing",Full-time,Research Services
Research Analyst,Dezerv,"Mumbai, Maharashtra, India",Be an early applicant,2023-03-21 00:00:00,Mid-Senior level,"Research, Analyst, and Information Technology",Full-time,"Technology, Information and Internet"
Not Applicable,Smart Meetings,"San Rafael, CA",Be an early applicant,2023-04-21 00:00:00,,Accounting/Auditing and Finance,Full-time,"Movies, Videos, and Sound, Technology, Information and Internet, and Entertainment Providers"
Human Resources Coordinator,Omni Hotels & Resorts,"Hot Springs, VA",Be an early applicant,2023-04-06 00:00:00,Entry level,Human Resources,Part-time,Hospitality
Graduate Data Scientist,Sedgman Pty Limited,"Perth, Western Australia, Australia",Actively Hiring,2023-03-20 00:00:00,Mid-Senior level,Engineering and Information Technology,Part-time,Internet Publishing
Executive Assistant & Marketing Coordinator,,"Melbourne, Victoria, Australia",Be an early applicant,2023-04-04 00:00:00,Not Applicable,Administrative,Full-time,Spectator Sports
"
            
        Project Manager
      
          ","
            Bernards
          ","
            San Jose, CA
          ","
         Actively Hiring
      ",2023-02-23 00:00:00,"
            Mid-Senior level
          ","
            Project Management, Consulting, and Public Relations
          ","
          Full-time
        ","
          Construction
          "
Full Stack Engineer,ENP Technologies,"Maharashtra, India",Actively Hiring,2023-03-14 00:00:00,Full-time,,,
Python Developer,Akkodis,"Canberra, Australian Capital Territory, Australia",Be an early applicant,2023-04-27 00:00:00,Entry level,Engineering and Information Technology,Full-time,"Technology, Information and Internet"
Human Resources Administrative Assistant,University of Indianapolis,"Indianapolis, IN",Be an early applicant,2023-03-30 00:00:00,Entry level,Administrative,Contract,Staffing and Recruiting
Freelance Senior Content Writer (Organic Search Team),Semrush,Spain,Actively Hiring,2023-04-18 00:00:00,Mid-Senior level,"Marketing, Public Relations, and Writing/Editing",Full-time,"Technology, Information and Internet"
DApp Engineer (m/w/d),Peakwork AG,"D�sseldorf, North Rhine-Westphalia, Germany",Be an early applicant,2023-01-29 00:00:00,Entry level,Engineering and Information Technology,Full-time,Information Technology & Services
Software Engineer - Edinburgh,TravelPerk,"Edinburgh, Scotland, United Kingdom",Be an early applicant,2023-04-01 00:00:00,Entry level,Engineering and Information Technology,Full-time,Performing Arts
"
            
        Project Manager, Consultant
      
          ","
            Voyage Advisory
          ","
            Chicago, IL
          ",Be an early applicant,2023-02-24 00:00:00,,"
            Project Management and Information Technology
          ","
          Full-time
        ","
          Internet Publishing
          "
"
            
        Algoscale - Manager - Marketing
      
          ","
            Algoscale
          ","
            Noida, Uttar Pradesh, India
          ","
         Be an early applicant
      ",2023-02-28 00:00:00,"
            Associate
          ","
            Marketing and Sales
          ","
          Full-time
        ","
          Pharmaceutical Manufacturing
          "
Web Developer,Laguna Games,"San Francisco, CA",Be an early applicant,2023-02-05 00:00:00,Entry level,Engineering and Information Technology,Full-time,Computer Games
Software Engineer London,AeroCloud,"Manchester, England, United Kingdom",Be an early applicant,2023-04-03 00:00:00,Internship,Engineering and Information Technology,Internship,Biotechnology Research
"
            
        Junior graphic designer
      
          ","
            Zigsaw
          ","
            Bengaluru North, Karnataka, India
          ","
         Be an early applicant
      ",2023-02-17 00:00:00,"
            Entry level
          ","
            Design, Art/Creative, and Information Technology
          ","
          Full-time
        ","
          IT Services and IT Consulting
          "
Big Data Engineer,IBM,"Bengaluru, Karnataka, India",Actively Hiring,2023-04-10 00:00:00,Not Applicable,Other,Full-time,Computer Hardware Manufacturing
"
            
        Cloud Architect - Azure
      
          ","
            Logic20/20, Inc.
          ","
            Houston, TX
          ","
         Be an early applicant
      ",2023-03-15 00:00:00,"
            Director
          ","
            Engineering and Information Technology
          ","
          Full-time
        ","
          Business Consulting and Services
          "
