job_title,company,first_seen,search_country,search_position,job_level,job_type,city,state,country,city_state,latitude,longitude,job_skills
Family Office Accountant,ProCaps Laboratories,2024-01-12,United States,Accountant Cost,Mid senior,Onsite,Henderson,NV,United States,"Henderson, NV",36.008958,-115.0268,"QuickBooks, MS Excel, MS Word, CPA certification, Accounting, Finance, Accounting Manager, Accounting principles, Financial analysis, Budgeting, Cost control, Organizational skills, Problemsolving skills, Attention to detail, Verbal communication, Written communication, Interpersonal skills, Prioritization, Project management, Deadlines, Conceptualization, Dependability, Patience, Confidentiality, French language, Financial statements, Management reports, Intercompany billing, Intercompany accounting, Foreign currency exchange reporting, Foreign currency exchange tracking, Account analysis, Discrepancy resolution, Accounts payable, Accounts receivable, Cost tracking, Asset ownership, Development, Private equity, Investment analysis, Investment review, Investment reporting, Real estate transactions, Tax reporting, Insurance reporting, Tax retention, Property management, Construction, Lien release, Income tax, Sales tax, Use tax"
Clinical Nursing Instructor (part-time),Chamberlain University,2024-01-12,United States,Christian Science Nurse,Associate,Onsite,Henderson,NV,United States,"Henderson, NV",36.008958,-115.0268,"Nursing, Healthcare, MedicalSurgical Nursing, Critical Care Nursing, Community Health Nursing, Leadership Nursing, Maternal Child Nursing, Mental Health Nursing, Pediatrics Nursing, Clinical Teaching, Course Objectives, Curriculum Development, Program Evaluation, Student Evaluation, Feedback Provision, Remediation, Policy and Procedure Orientation, Assignment Creation, Homework Grading, Quiz Grading, Test Grading, Lab Assignment Grading, Documentation, Program Development, Implementation, Assessment, Retention Efforts, Policy Compliance, Masters of Science in Nursing (MSN), Nevada Nursing License, Registered Nurse (RN) Experience, Teaching Experience, Precepting Experience, Communication Skills, Subject Matter Expertise, Passion for Nursing, Passion for Education, Lifelong Learning, Service Orientation, Responsibility, Purpose, Diversity, Inclusion"
Customer Service Representative,LendNation,2024-01-12,United States,Claim Examiner,Mid senior,Onsite,Las Vegas,NV,United States,"Las Vegas, NV",36.233499,-115.264037,"Customer service skills, Cash handling, Computer and office equipment operation, Reliable transportation, Valid driver's license, Ability to work with minimal supervision, Reliable attendance, 18 years of age or older, Proof of eligibility to work in the United States, Monthly bonus program, Steady hours, Paid time off, Paid holidays, 401(k), Dental insurance, Employee assistance program, Health insurance, Health savings account, Life insurance, Paid time off, Referral program, Vision insurance"
Cybersecurity / Privacy Attorney,BCG Attorney Search,2024-01-13,United States,Lawyer,Mid senior,Onsite,Reno,NV,United States,"Reno, NV",39.549097,-119.849907,"Cybersecurity, Data privacy laws, Data breach response, Incident response, Data breach investigations, Cyberattacks, Data security, Data protection, AI/ML, Biometrics, HIPAA, ECPA, Patriot/Cloud Act, GDPR, UK GDPR, Data transfers"
REF/HVAC Service Tech Commercial,Filtrex Service Group,2024-01-12,United States,Career-Guidance Technician,Mid senior,Onsite,Tulsa,OK,United States,"Tulsa, OK",36.127949,-95.902316,"HVAC Technician, HVACR systems, Mechanical Journeyman, EPA certification, Chillers, Heat pumps, Air handlers, Geothermal systems, Valid Drivers License, Ability to climb ladders, Ability to crawl, Ability to lift 40 pounds"
Floor Plan Inventory Auditor/Vehicle and Field Inspector,Collateral Specialists Inc.,2024-01-12,United States,Auditor,Mid senior,Onsite,Broken Arrow,OK,United States,"Broken Arrow, OK",36.036529,-95.780996,"Site Inspections, Equipment Inspections, Floor Plan Inspections, Schedule flexibility, Strong communication skills, Digital photography, Verification, GPS tracking, Travel and mobility, Business verification, Report writing, Attention to detail, Dependability, Mobile technology proficiency"
Hair Stylist - Marina Marketplace,Jobs for Humanity,2024-01-12,United States,Barber,Mid senior,Onsite,Sparks,NV,United States,"Sparks, NV",39.574341,-119.715154,"Cosmetology license, Barber license, Passionate about customer service, Ability to create a supportive salon environment, Desire to deliver a consistent brand experience"
Las Vegas - Customer Service Representative Roles,Foundever,2024-01-12,United States,Claim Examiner,Mid senior,Onsite,Las Vegas,NV,United States,"Las Vegas, NV",36.233499,-115.264037,"Active listening, Communication skills, Problemsolving, System navigation, Compassion, Empathy, Professional training, Medical benefits, Dental benefits, Vision benefits, Wellness benefits, Employee assistance program, Paid time off, Referral bonuses, Military friendly, Equal Employment Opportunity, High school diploma or GED, Relevant work experience, Open availability, Onsite requirement, Location requirement"
Experienced Diesel Tech/Mechanic,Jobs for Humanity,2024-01-12,United States,Automobile Mechanic,Mid senior,Onsite,Sparks,NV,United States,"Sparks, NV",39.574341,-119.715154,"Penske Technician Certification Program, Technician II, Preventive maintenance, Vehicle diagnostics, Heavy vehicle repair, DOT & OSHA compliance, Engine repair, Transmission repair, Differential repair, Turbocharger repair, Fuel systems repair, Basic computer skills, Customer service skills, Communication skills, Teamwork skills, Problemsolving skills, Ability to work in nonclimatecontrolled conditions, Ability to work in a constant state of alertness, Ability to accept responsibility for safety, Ability to move frequently stand walk climb bend and sit for extended periods, Ability to use hands to grasp reach touch handle feel and/or operate tools and controls, Ability to work safely at heights, Ability to work in all weather conditions, Ability to lift and/or move up to 50lbs/23kg regularly and up to 100lbs/45kg occasionally, High school diploma or equivalent, Vocational or technical certification in vehicle repair, Specialized training in diagnosis and troubleshooting of major components, OEM training courses, ASE Certification, 608/609 certifications, Valid driver's license"
Salon Manager - Park Central Plaza,Jobs for Humanity,2024-01-12,United States,Barber,Mid senior,Onsite,North Las Vegas,NV,United States,"North Las Vegas, NV",36.289865,-115.089181,"Communication skills, Positive attitude, Technical skills, Flexibility, Organizational skills, Cosmetology license, Barber license"
Server (Temp),S&B's Burger Joints,2024-01-12,United States,Bar Attendant,Mid senior,Onsite,Edmond,OK,United States,"Edmond, OK",35.673807,-97.413076,"Communication skills, Teamwork, Physical strength, Fastpaced mobility, Fine motor skills, Suggestive selling, Order taking, Food delivery, Payment processing, Change counting, Transaction accountability, Customer service"
Volunteer: Veterans Helping Veterans at End of Life,VolunteerMatch,2024-01-13,United States,Companion,Associate,Onsite,Reno,NV,United States,"Reno, NV",39.549097,-119.849907,"Volunteerism, Military Appreciation Visits, VettoVet Social Events, Patient Companionship, Emotional Support, Respite Relief, Small Chores, EndofLife Care, Volunteer Training"
Administrative Assistant (SkillBridge),ARMOR Initiative,2024-01-12,United States,Accounting Clerk,Associate,Onsite,Reno,NV,United States,"Reno, NV",39.549097,-119.849907,"Administrative Assistant, Timekeeping, Billing, Invoicing, Microsoft Products, Excel, High School Diploma, Heavy Equipment, Construction Industry, Vocational Training, Medical Plans, Wellness Credit, FSA, Dependent Care Assistance, Vision, Dental, Paid Holidays, Short Term Disability, Long Term Disability, Basic Life Insurance, Bereavement Leave, Employee Assistance Program, Employee Discounts"
Accounts Payable Specialist,Sierra Executive Solutions Inc,2024-01-12,United States,Accounting Clerk,Associate,Onsite,Reno,NV,United States,"Reno, NV",39.549097,-119.849907,"Accounts Payable, Accounts Receivable, Bank reconciliation, Microsoft Office (Word Excel), Credit card processing, Invoice management, Checkruns, Accounting budget creation, Variance analysis, Corrective action implementation, Cash disbursement, New customer account setup, Credit process, Insurance deductions, Internal controls, Microsoft Office (Word Excel), Organization, Time management, Workload management, Analytical skills, Judgment skills, Adaptability, Attention to detail, Verbal communication, Written communication, Teamwork, Lifting (up to 25 lbs)"
92A Automated Logistical Specialist - Supply Chain,Army National Guard,2024-01-12,United States,Accounting Clerk,Mid senior,Onsite,Reno,NV,United States,"Reno, NV",39.549097,-119.849907,"Automated Logistical Specialist, Supply Chain Management, Warehouse Management, Stock Control, Inventory, Material Control, Stock Locator System, Document Control, LoadList Management, ShopStock List Management, MaterialHandling Equipment Operation, Maintenance Management, Stock Control and Accounting Procedures, Shipping, Receiving, Storage, Issuing Stock, Movement, Storage, Maintenance of Ammunition, Handling Medical and Food Supplies, Interest in Mathematics, Interest in Bookkeeping, Interest in Accounting, Interest in Business Administration, Preference for Physical Work, Interest in Operating Forklifts, Interest in Operating Warehouse Equipment"
Accounts Payable Specialist,Omega Holdings,2024-01-12,United States,Accounting Clerk,Associate,Onsite,Sparks,NV,United States,"Sparks, NV",39.574341,-119.715154,"Accounts Payable, Financial Transactions, Expense Invoices, Monthly Statements, Bill Payments, Vendor Files, Customer Service, Microsoft Office Suite, Accounting Software, Organizational Skills, Attention to Detail, Multitasking, Time Management, Distribution, Manufacturing, Retail, Continia, Microsoft Business Central, Microsoft Navision, 3Way Matching, Spanish (Preferred), High School Diploma, Business Degree (Preferred), Accounting Degree (Preferred), Accounts Payable Experience (Preferred)"
92A Automated Logistical Specialist - Supply Chain,JobsInLogistics.com,2024-01-12,United States,Accounting Clerk,Mid senior,Onsite,Reno,NV,United States,"Reno, NV",39.549097,-119.849907,"Supply chain management, Warehouse management, Stock control, Inventory management, Document control, Material handling, Forklift operation, Shipping, Receiving, Storage, Issuing, Ammunition movement, Medical supplies, Food supplies, Mathematics, Bookkeeping, Accounting, Business administration, Typing, Basic Soldiering skills, Montgomery GI Bill, Tuition assistance, Retirement benefits, Life insurance, 401(k) savings plan, Student Loan Repayment Program, Health care benefits, VA home loans, Bonuses, Military enlistment, High school diploma, GED certificate, Physical exam, Legal and moral standards, Citizenship requirements, APICS, CSCP, CPM, CPSM, CPP, CPPM, CPPB, CPPO"
Claims Examiner - General Liability / Bodily Injury | Midwest Region,Sedgwick,2024-01-12,United States,Claims Clerk,Mid senior,Onsite,Las Vegas,NV,United States,"Las Vegas, NV",36.233499,-115.264037,"Claims Management, Claims Processing, Claims Resolution, Claims Negotiation, Client Communication, Claim Reporting, Claim Adjudication, Claim Investigation, Claim Analysis, Claim Settlement, Claim Reporting, Data Gathering, Data Analysis, Problem Solving, Negotiation, Communication, Customer Service, Flexibility, Autonomy, Active Adjuster License, High School Diploma, Bachelor's Degree, Professional Certification"
Senior Executive Assistant,TorkLaw,2024-01-12,United States,Abstractor,Associate,Remote,Las Vegas,NV,United States,"Las Vegas, NV",36.233499,-115.264037,"Executive Assistant, Meeting Coordination, Event Coordination, Travel Arrangements, Liaison, Discretion, Professionalism, Report Generation, Communication, Microsoft Office, Operating Systems, Browsers, Office Management Tools, Oral Communication, Written Communication, Attention to Detail, Confidentiality, Problem Solving, Organization, Prioritization, Multitasking, Time Management, Professional Demeanor, Bachelor's Degree, Senior Executives, Calendar Management, Conference Scheduling, Travel Documentation, Expense Management, Stakeholder Communication, Conflict Resolution, Correspondence Management, Document Editing, Presentation Creation, Report Creation, Information Organization, Request Prioritization"
STATE LAND AGENT 2 - Underfill,State of Nevada Division of Human Resource Management,2024-01-12,United States,Abstractor,Associate,Onsite,Genoa,NV,United States,"Genoa, NV",39.025623,-119.830929,"Real Estate, Escrow, Title, Property Leasing, Property Management, Property Development, Easements, Property Appraisal, Surveying, GIS, Land Use Planning, Zoning, Environmental Impact Assessment, Public Lands Management, Regulatory Compliance, Stakeholder Engagement, Project Management, Communication, Research, Data Analysis, Report Writing, Presentation Skills, Driver's License"
